index site,latitude,longitude,pays,couleur,capacite offshore,scores,capacites
575,62.0,13.0,Suède,#758da3,Non,0.0014339392305901335,518.724236261854
576,62.0,14.0,Suède,#758da3,Non,0.0016392815109678514,593.0063364296295
577,62.0,15.0,Suède,#758da3,Non,0.0019480438562577453,704.7004084866473
578,62.0,16.0,Suède,#758da3,Non,0.002484509100898689,898.7654834709463
579,62.0,17.0,Suède,#758da3,Non,0.003765744529068178,1362.2494685456347
581,61.0,13.0,Suède,#758da3,Non,0.0014065409278308314,508.81296291741734
582,61.0,14.0,Suède,#758da3,Non,0.0016079613418058833,581.6763368860312
583,61.0,15.0,Suède,#758da3,Non,0.0019108259535321318,691.2369173185687
584,61.0,16.0,Suède,#758da3,Non,0.002437043243147287,881.594818016402
585,61.0,17.0,Suède,#758da3,Non,0.0036938022586953377,1336.224516819656
588,60.0,13.0,Suède,#758da3,Non,0.0014708532582708323,532.0778013276058
589,60.0,14.0,Suède,#758da3,Non,0.0014871514168718514,537.9736229164391
590,60.0,15.0,Suède,#758da3,Non,0.0016905551058313145,611.5544420735512
591,60.0,16.0,Suède,#758da3,Non,0.00195209452865801,706.1657299607725
592,60.0,17.0,Suède,#758da3,Non,0.0023923447959299897,865.4252569916009
593,60.0,18.0,Suède,#758da3,Non,0.003626054505041981,1311.716921921209
595,59.0,11.0,Norvège,#c69f59,Non,0.002392290138230777,169.03135466185503
596,59.0,12.0,Suède,#758da3,Non,0.002225213746760938,804.9659822982239
597,59.0,13.0,Suède,#758da3,Non,0.001917188002483678,693.5383739724139
598,59.0,14.0,Suède,#758da3,Non,0.00164906941897559,596.5470897597592
599,59.0,15.0,Suède,#758da3,Non,0.0019171880024836778,693.5383739724138
600,59.0,16.0,Suède,#758da3,Non,0.002225213746760938,804.9659822982239
601,59.0,17.0,Suède,#758da3,Non,0.002392290138230777,865.4054846939506
602,59.0,18.0,Suède,#758da3,Non,0.0035621538960189086,1288.6010227917045
605,58.0,12.0,Suède,#758da3,Non,0.0035017924653350948,1266.765413329895
606,58.0,13.0,Suède,#758da3,Non,0.0023103593925062325,835.7672248599979
607,58.0,14.0,Suède,#758da3,Non,0.0018114930902961702,655.3034812854587
608,58.0,15.0,Suède,#758da3,Non,0.002310359392506231,835.7672248599973
609,58.0,16.0,Suède,#758da3,Non,0.0035017924653350948,1266.765413329895
612,57.0,12.0,Suède,#758da3,Non,0.002217052458894133,802.0136550828793
613,57.0,13.0,Suède,#758da3,Non,0.0019002637619110806,687.4160686626417
614,57.0,14.0,Suède,#758da3,Non,0.0017819551822379964,644.6182106189024
615,57.0,15.0,Suède,#758da3,Non,0.002272688421286413,822.139837200619
616,57.0,16.0,Suède,#758da3,Non,0.003444696133129626,1246.1109457731031
620,56.0,13.0,Suède,#758da3,Non,0.002392290138230777,865.4054846939506
621,56.0,14.0,Suède,#758da3,Non,0.002392290138230777,865.4054846939506
622,56.0,15.0,Suède,#758da3,Non,0.002392290138230777,865.4054846939506
623,56.0,16.0,Suède,#758da3,Non,0.003390620101090966,1226.549064892153
635,47.0,7.0,Suisse,#9ACD32,Non,0.0010402405371333129,4207.996854514224
636,47.0,8.0,Suisse,#9ACD32,Non,0.0011433558817831454,4625.120616230344
637,47.0,9.0,Suisse,#9ACD32,Non,0.0012660620416248439,5121.493441756191
638,47.0,10.0,Autriche,#ADD8E6,Non,0.0014535544242771266,1292.4334612700604
639,46.0,7.0,Suisse,#9ACD32,Non,0.0011641417588681643,4709.203962600521
640,46.0,8.0,Suisse,#9ACD32,Non,0.0012434091934369292,5029.857795463052
641,46.0,9.0,Suisse,#9ACD32,Non,0.0014407953621107996,5828.327329435669
0,54.0,7.0,Allemagne,#7b0323,Oui,0.006342494714587738,8364.15
48,56.0,5.0,Danemark,#A9A9A9,Oui,0.010570824524312896,15478.589743589742
49,55.0,6.0,Allemagne,#7b0323,Oui,0.010570824524312896,13940.25
61,52.0,3.0,Pays-Bas,#04d8b2,Oui,0.006342494714587738,2349.2647058823527
66,58.0,10.0,Suède,#758da3,Oui,0.006342494714587738,8577.125
67,57.0,6.0,Danemark,#A9A9A9,Oui,0.010570824524312896,15478.589743589742
68,57.0,7.0,Danemark,#A9A9A9,Oui,0.008456659619450317,12382.871794871795
73,56.0,6.0,Danemark,#A9A9A9,Oui,0.010570824524312896,15478.589743589742
74,56.0,7.0,Danemark,#A9A9A9,Oui,0.008456659619450317,12382.871794871795
78,56.0,11.0,Danemark,#A9A9A9,Oui,0.0021141649048625794,3095.7179487179487
80,55.0,7.0,Allemagne,#7b0323,Oui,0.010570824524312896,13940.25
81,55.0,8.0,Allemagne,#7b0323,Oui,0.004228329809725159,5576.1
86,55.0,13.0,Danemark,#A9A9A9,Oui,0.004228329809725159,6191.4358974358975
87,58.0,9.0,Norvège,#c69f59,Oui,0.006342494714587738,877.7472527472526
88,44.0,-8.0,Espagne,#cf524e,Oui,0.004228329809725159,1718.4545454545455
118,41.0,2.0,Espagne,#cf524e,Oui,0.0021141649048625794,859.2272727272727
143,37.0,-5.0,Espagne,#cf524e,Oui,0.006342494714587738,2577.681818181818
144,37.0,-4.0,Espagne,#cf524e,Oui,0.004228329809725159,1718.4545454545455
147,36.0,-6.0,Espagne,#cf524e,Oui,0.004228329809725159,1718.4545454545455
148,36.0,-5.0,Espagne,#cf524e,Oui,0.006342494714587738,2577.681818181818
149,44.0,-7.0,Espagne,#cf524e,Oui,0.006342494714587738,2577.681818181818
150,44.0,-6.0,Espagne,#cf524e,Oui,0.006342494714587738,2577.681818181818
151,44.0,-5.0,Espagne,#cf524e,Oui,0.004228329809725159,1718.4545454545455
152,40.0,1.0,Espagne,#cf524e,Oui,0.0021141649048625794,859.2272727272727
158,50.0,-2.0,France,#808080,Oui,0.006342494714587738,8439.449999999999
159,50.0,-1.0,France,#808080,Oui,0.006342494714587738,8439.449999999999
160,50.0,0.0,France,#808080,Oui,0.004228329809725159,5626.3
165,49.0,-4.0,France,#808080,Oui,0.004228329809725159,5626.3
177,48.0,-5.0,France,#808080,Oui,0.0021141649048625794,2813.15
229,47.0,-3.0,France,#808080,Oui,0.0021141649048625794,2813.15
230,46.0,-2.0,France,#808080,Oui,0.0021141649048625794,2813.15
231,43.0,4.0,France,#808080,Oui,0.004228329809725159,5626.3
232,43.0,5.0,France,#808080,Oui,0.004228329809725159,5626.3
233,43.0,9.0,Italie,#ffe5ad,Oui,0.0021141649048625794,1422.5172413793102
235,55.0,-9.0,Irlande,#8c0034,Oui,0.0021141649048625794,940.8461538461537
245,53.0,-6.0,Irlande,#8c0034,Oui,0.006342494714587738,2822.5384615384614
249,52.0,-7.0,Irlande,#8c0034,Oui,0.004228329809725159,1881.6923076923074
250,52.0,-6.0,Irlande,#8c0034,Oui,0.008456659619450317,3763.384615384615
255,46.0,13.0,Italie,#ffe5ad,Oui,0.004228329809725159,2845.0344827586205
261,45.0,12.0,Italie,#ffe5ad,Oui,0.006342494714587738,4267.551724137931
262,45.0,13.0,Italie,#ffe5ad,Oui,0.008456659619450317,5690.068965517241
266,44.0,12.0,Italie,#ffe5ad,Oui,0.006342494714587738,4267.551724137931
267,44.0,13.0,Italie,#ffe5ad,Oui,0.008456659619450317,5690.068965517241
295,37.0,13.0,Italie,#ffe5ad,Oui,0.0021141649048625794,1422.5172413793102
298,41.0,18.0,Italie,#ffe5ad,Oui,0.0021141649048625794,1422.5172413793102
299,44.0,14.0,Italie,#ffe5ad,Oui,0.004228329809725159,2845.0344827586205
304,40.0,8.0,Italie,#ffe5ad,Oui,0.004228329809725159,2845.0344827586205
305,39.0,8.0,Italie,#ffe5ad,Oui,0.004228329809725159,2845.0344827586205
306,41.0,10.0,Italie,#ffe5ad,Oui,0.004228329809725159,2845.0344827586205
307,40.0,10.0,Italie,#ffe5ad,Oui,0.004228329809725159,2845.0344827586205
309,71.0,23.0,Norvège,#c69f59,Oui,0.006342494714587738,877.7472527472526
310,71.0,24.0,Norvège,#c69f59,Oui,0.004228329809725159,585.1648351648352
316,71.0,30.0,Norvège,#c69f59,Oui,0.0021141649048625794,292.5824175824176
317,70.0,18.0,Norvège,#c69f59,Oui,0.006342494714587738,877.7472527472526
318,70.0,19.0,Norvège,#c69f59,Oui,0.004228329809725159,585.1648351648352
331,69.0,15.0,Norvège,#c69f59,Oui,0.004228329809725159,585.1648351648352
332,69.0,16.0,Norvège,#c69f59,Oui,0.004228329809725159,585.1648351648352
342,68.0,13.0,Norvège,#c69f59,Oui,0.006342494714587738,877.7472527472526
343,68.0,14.0,Norvège,#c69f59,Oui,0.004228329809725159,585.1648351648352
347,67.0,13.0,Norvège,#c69f59,Oui,0.006342494714587738,877.7472527472526
351,66.0,12.0,Norvège,#c69f59,Oui,0.004228329809725159,585.1648351648352
354,65.0,11.0,Norvège,#c69f59,Oui,0.0021141649048625794,292.5824175824176
358,64.0,9.0,Norvège,#c69f59,Oui,0.0021141649048625794,292.5824175824176
362,63.0,6.0,Norvège,#c69f59,Oui,0.004228329809725159,585.1648351648352
363,63.0,7.0,Norvège,#c69f59,Oui,0.004228329809725159,585.1648351648352
377,61.0,5.0,Norvège,#c69f59,Oui,0.004228329809725159,585.1648351648352
385,60.0,5.0,Norvège,#c69f59,Oui,0.006342494714587738,877.7472527472526
393,59.0,5.0,Norvège,#c69f59,Oui,0.006342494714587738,877.7472527472526
399,58.0,6.0,Norvège,#c69f59,Oui,0.008456659619450317,1170.3296703296703
400,58.0,7.0,Norvège,#c69f59,Oui,0.008456659619450317,1170.3296703296703
401,58.0,8.0,Norvège,#c69f59,Oui,0.006342494714587738,877.7472527472526
402,71.0,22.0,Norvège,#c69f59,Oui,0.004228329809725159,585.1648351648352
403,70.0,17.0,Norvège,#c69f59,Oui,0.004228329809725159,585.1648351648352
404,67.0,12.0,Norvège,#c69f59,Oui,0.006342494714587738,877.7472527472526
405,58.0,5.0,Norvège,#c69f59,Oui,0.010570824524312896,1462.9120879120878
406,58.0,4.0,Norvège,#c69f59,Oui,0.008456659619450317,1170.3296703296703
407,58.0,3.0,Norvège,#c69f59,Oui,0.008456659619450317,1170.3296703296703
408,57.0,5.0,Norvège,#c69f59,Oui,0.010570824524312896,1462.9120879120878
409,57.0,4.0,Norvège,#c69f59,Oui,0.010570824524312896,1462.9120879120878
410,55.0,4.0,Pays-Bas,#04d8b2,Oui,0.010570824524312896,3915.441176470588
411,55.0,5.0,Allemagne,#7b0323,Oui,0.010570824524312896,13940.25
412,54.0,4.0,Pays-Bas,#04d8b2,Oui,0.010570824524312896,3915.441176470588
413,54.0,5.0,Pays-Bas,#04d8b2,Oui,0.008456659619450317,3132.3529411764703
414,54.0,6.0,Pays-Bas,#04d8b2,Oui,0.008456659619450317,3132.3529411764703
415,53.0,3.0,Pays-Bas,#04d8b2,Oui,0.010570824524312896,3915.441176470588
416,53.0,4.0,Pays-Bas,#04d8b2,Oui,0.006342494714587738,2349.2647058823527
424,56.0,4.0,Danemark,#A9A9A9,Oui,0.010570824524312896,15478.589743589742
443,59.0,-5.0,Royaume-Uni,#419c03,Oui,0.004228329809725159,76.87218045112782
444,59.0,-4.0,Royaume-Uni,#419c03,Oui,0.004228329809725159,76.87218045112782
446,59.0,-2.0,Royaume-Uni,#419c03,Oui,0.004228329809725159,76.87218045112782
447,58.0,-8.0,Royaume-Uni,#419c03,Oui,0.004228329809725159,76.87218045112782
452,58.0,-3.0,Royaume-Uni,#419c03,Oui,0.004228329809725159,76.87218045112782
453,58.0,-2.0,Royaume-Uni,#419c03,Oui,0.006342494714587738,115.30827067669172
454,57.0,-7.0,Royaume-Uni,#419c03,Oui,0.006342494714587738,115.30827067669172
460,57.0,-1.0,Royaume-Uni,#419c03,Oui,0.006342494714587738,115.30827067669172
461,56.0,-6.0,Royaume-Uni,#419c03,Oui,0.006342494714587738,115.30827067669172
466,56.0,-1.0,Royaume-Uni,#419c03,Oui,0.008456659619450317,153.74436090225564
468,55.0,-6.0,Royaume-Uni,#419c03,Oui,0.004228329809725159,76.87218045112782
473,55.0,-1.0,Royaume-Uni,#419c03,Oui,0.006342494714587738,115.30827067669172
474,55.0,0.0,Royaume-Uni,#419c03,Oui,0.008456659619450317,153.74436090225564
475,55.0,1.0,Royaume-Uni,#419c03,Oui,0.010570824524312896,192.18045112781954
476,55.0,2.0,Royaume-Uni,#419c03,Oui,0.010570824524312896,192.18045112781954
477,55.0,3.0,Royaume-Uni,#419c03,Oui,0.010570824524312896,192.18045112781954
479,54.0,-5.0,Royaume-Uni,#419c03,Oui,0.006342494714587738,115.30827067669172
480,54.0,-4.0,Royaume-Uni,#419c03,Oui,0.004228329809725159,76.87218045112782
485,54.0,1.0,Royaume-Uni,#419c03,Oui,0.006342494714587738,115.30827067669172
486,54.0,2.0,Royaume-Uni,#419c03,Oui,0.010570824524312896,192.18045112781954
487,54.0,3.0,Pays-Bas,#04d8b2,Oui,0.010570824524312896,3915.441176470588
488,53.0,-5.0,Royaume-Uni,#419c03,Oui,0.008456659619450317,153.74436090225564
495,53.0,2.0,Royaume-Uni,#419c03,Oui,0.008456659619450317,153.74436090225564
496,52.0,-5.0,Royaume-Uni,#419c03,Oui,0.008456659619450317,153.74436090225564
503,52.0,2.0,Royaume-Uni,#419c03,Oui,0.006342494714587738,115.30827067669172
504,51.0,-5.0,Royaume-Uni,#419c03,Oui,0.006342494714587738,115.30827067669172
511,50.0,-6.0,Royaume-Uni,#419c03,Oui,0.004228329809725159,76.87218045112782
512,50.0,-5.0,Royaume-Uni,#419c03,Oui,0.008456659619450317,153.74436090225564
513,50.0,-4.0,Royaume-Uni,#419c03,Oui,0.008456659619450317,153.74436090225564
514,56.0,3.0,Royaume-Uni,#419c03,Oui,0.010570824524312896,192.18045112781954
515,57.0,3.0,Norvège,#c69f59,Oui,0.010570824524312896,1462.9120879120878
516,56.0,2.0,Royaume-Uni,#419c03,Oui,0.010570824524312896,192.18045112781954
517,57.0,2.0,Royaume-Uni,#419c03,Oui,0.010570824524312896,192.18045112781954
518,58.0,2.0,Norvège,#c69f59,Oui,0.006342494714587738,877.7472527472526
519,56.0,1.0,Royaume-Uni,#419c03,Oui,0.010570824524312896,192.18045112781954
520,57.0,1.0,Royaume-Uni,#419c03,Oui,0.008456659619450317,153.74436090225564
521,56.0,0.0,Royaume-Uni,#419c03,Oui,0.010570824524312896,192.18045112781954
522,57.0,0.0,Royaume-Uni,#419c03,Oui,0.008456659619450317,153.74436090225564
523,50.0,-3.0,France,#808080,Oui,0.006342494714587738,8439.449999999999
524,56.0,-7.0,Royaume-Uni,#419c03,Oui,0.008456659619450317,153.74436090225564
525,56.0,-8.0,Irlande,#8c0034,Oui,0.006342494714587738,2822.5384615384614
526,57.0,-8.0,Royaume-Uni,#419c03,Oui,0.008456659619450317,153.74436090225564
527,60.0,-3.0,Royaume-Uni,#419c03,Oui,0.0021141649048625794,38.43609022556391
558,65.0,22.0,Suède,#758da3,Oui,0.006342494714587738,8577.125
567,64.0,21.0,Suède,#758da3,Oui,0.004228329809725159,5718.083333333334
574,63.0,19.0,Suède,#758da3,Oui,0.006342494714587738,8577.125
580,62.0,18.0,Suède,#758da3,Oui,0.006342494714587738,8577.125
586,61.0,18.0,Suède,#758da3,Oui,0.006342494714587738,8577.125
587,61.0,19.0,Suède,#758da3,Oui,0.008456659619450317,11436.166666666668
594,60.0,19.0,Suède,#758da3,Oui,0.006342494714587738,8577.125
603,59.0,19.0,Suède,#758da3,Oui,0.008456659619450317,11436.166666666668
604,58.0,11.0,Suède,#758da3,Oui,0.004228329809725159,5718.083333333334
610,58.0,17.0,Suède,#758da3,Oui,0.006342494714587738,8577.125
611,58.0,19.0,Suède,#758da3,Oui,0.008456659619450317,11436.166666666668
617,57.0,17.0,Suède,#758da3,Oui,0.008456659619450317,11436.166666666668
618,57.0,18.0,Suède,#758da3,Oui,0.010570824524312896,14295.208333333334
619,57.0,19.0,Suède,#758da3,Oui,0.006342494714587738,8577.125
624,56.0,17.0,Suède,#758da3,Oui,0.006342494714587738,8577.125
625,55.0,14.0,Danemark,#A9A9A9,Oui,0.006342494714587738,9287.153846153846
626,55.0,15.0,Danemark,#A9A9A9,Oui,0.006342494714587738,9287.153846153846
627,65.0,23.0,Suède,#758da3,Oui,0.004228329809725159,5718.083333333334
628,64.0,22.0,Suède,#758da3,Oui,0.006342494714587738,8577.125
629,63.0,20.0,Suède,#758da3,Oui,0.004228329809725159,5718.083333333334
630,62.0,19.0,Suède,#758da3,Oui,0.008456659619450317,11436.166666666668
631,55.0,16.0,Danemark,#A9A9A9,Oui,0.004228329809725159,6191.4358974358975
632,59.0,20.0,Suède,#758da3,Oui,0.004228329809725159,5718.083333333334
633,56.0,18.0,Suède,#758da3,Oui,0.006342494714587738,8577.125
634,58.0,18.0,Suède,#758da3,Oui,0.008456659619450317,11436.166666666668
